"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Tye A.M.; Lawley R.L.; Ellis M.A.; Rawlins B.G.","Tye, A.M. (57200318779); Lawley, R.L. (6602316985); Ellis, M.A. (35589114100); Rawlins, B.G. (7003866180)","57200318779; 6602316985; 35589114100; 7003866180","The spatial variation of weathering and soil depth across a Triassic sandstone outcrop","2011","Earth Surface Processes and Landforms","36","5","","569","581","12","11","10.1002/esp.2075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953791931&doi=10.1002%2fesp.2075&partnerID=40&md5=4c6cade65c09a8e3e04d2f81fd19d477","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79953791931"
"Robinson J.L.; Slater L.D.; Schäfer K.V.R.","Robinson, Judith L. (56289964100); Slater, Lee D. (7102963057); Schäfer, Karina V.R. (7203052701)","56289964100; 7102963057; 7203052701","Evidence for spatial variability in hydraulic redistribution within an oak-pine forest from resistivity imaging","2012","Journal of Hydrology","430-431","","","69","79","10","54","10.1016/j.jhydrol.2012.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858278305&doi=10.1016%2fj.jhydrol.2012.02.002&partnerID=40&md5=f327adbd9fdbc80b465e7c85fedfaf7a","Article","Final","","Scopus","2-s2.0-84858278305"
"Senay G.B.; Leake S.; Nagler P.L.; Artan G.; Dickinson J.; Cordova J.T.; Glenn E.P.","Senay, G.B. (6602336456); Leake, S. (6603610890); Nagler, P.L. (6603681951); Artan, G. (6508145246); Dickinson, J. (7202899895); Cordova, J.T. (23484777900); Glenn, E.P. (7007027802)","6602336456; 6603610890; 6603681951; 6508145246; 7202899895; 23484777900; 7007027802","Estimating basin scale evapotranspiration (ET) by water balance and remote sensing methods","2011","Hydrological Processes","25","26","","4037","4049","12","133","10.1002/hyp.8379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84155162777&doi=10.1002%2fhyp.8379&partnerID=40&md5=556a0a443c7bf75c796ffa226073c677","Article","Final","","Scopus","2-s2.0-84155162777"
"Madsen M.D.; Zvirzdin D.L.; Petersen S.L.; Hopkins B.G.; Roundy B.A.; Chandler D.G.","Madsen, M.D. (22135557700); Zvirzdin, D.L. (36648197600); Petersen, S.L. (36852156000); Hopkins, B.G. (16245460000); Roundy, B.A. (7003475354); Chandler, D.G. (55950819500)","22135557700; 36648197600; 36852156000; 16245460000; 7003475354; 55950819500","Soil water repellency within a burned piñon-juniper woodland: Spatial distribution, severity, and ecohydrologic implications","2011","Soil Science Society of America Journal","75","4","","1543","1553","10","56","10.2136/sssaj2010.0320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83155175672&doi=10.2136%2fsssaj2010.0320&partnerID=40&md5=f302e5ae6fff2d469224014ac40645ef","Article","Final","","Scopus","2-s2.0-83155175672"
"Wolfe B.T.; Van Bloem S.J.","Wolfe, Brett T. (15729968000); Van Bloem, Skip J. (11940314700)","15729968000; 11940314700","Subtropical dry forest regeneration in grass-invaded areas of Puerto Rico: Understanding why Leucaena leucocephala dominates and native species fail","2012","Forest Ecology and Management","267","","","253","261","8","47","10.1016/j.foreco.2011.12.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855269277&doi=10.1016%2fj.foreco.2011.12.015&partnerID=40&md5=4e5d3dc68709f0e83d20bd68aaf08b62","Article","Final","","Scopus","2-s2.0-84855269277"
"Johnson D.W.; Hunsaker C.T.; Glass D.W.; Rau B.M.; Roath B.A.","Johnson, D.W. (57206776295); Hunsaker, C.T. (56615250200); Glass, D.W. (16052617700); Rau, B.M. (10238797600); Roath, B.A. (8228513400)","57206776295; 56615250200; 16052617700; 10238797600; 8228513400","Carbon and nutrient contents in soils from the Kings River Experimental Watersheds, Sierra Nevada Mountains, California","2011","Geoderma","160","3-4","","490","502","12","43","10.1016/j.geoderma.2010.10.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650752222&doi=10.1016%2fj.geoderma.2010.10.019&partnerID=40&md5=909c32fd721852ccb880796d46239afa","Article","Final","","Scopus","2-s2.0-78650752222"
"Connolly J.; Holden N.M.","Connolly, J. (35200495700); Holden, N.M. (7006396328)","35200495700; 7006396328","Mapping peatland disturbance in Ireland: An object oriented approach","2011","Proceedings of SPIE - The International Society for Optical Engineering","8174","","1","","","","2","10.1117/12.898573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80455129033&doi=10.1117%2f12.898573&partnerID=40&md5=6027bed2f8e4f7f995948766ad264ce7","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-80455129033"
"Ivancich H.S.; Lencinas M.V.; Pastur G.J.M.; Esteban R.M.S.; Hernández L.; Lindstrom I.","Ivancich, Horacio S. (46461263300); Lencinas, María V. (6508091696); Pastur, Guillermo J. Martínez (57210077555); Esteban, Rosina M. Soler (26041105000); Hernández, Luis (7201642761); Lindstrom, Ivone (54684476800)","46461263300; 6508091696; 57210077555; 26041105000; 7201642761; 54684476800","Foliar anatomical and morphological variation in Nothofagus pumilio seedlings under controlled irradiance and soil moisture levels","2012","Tree Physiology","32","5","","554","564","10","24","10.1093/treephys/tps024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861603405&doi=10.1093%2ftreephys%2ftps024&partnerID=40&md5=b610b2e1f7fdd1a56e2b2fbfbf56122b","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84861603405"
"Liu C.; White M.; Newell G.; Griffioen P.","Liu, C. (7409792003); White, M. (23991840200); Newell, G. (56249592200); Griffioen, P. (6603216449)","7409792003; 23991840200; 56249592200; 6603216449","Species distribution modelling for conservation planning in Victoria of Australia","2011","MODSIM 2011 - 19th International Congress on Modelling and Simulation - Sustaining Our Future: Understanding and Living with Uncertainty","","","","2247","2253","6","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863370418&partnerID=40&md5=f8fe6313f9e8be1a9f6daafd2359c8cb","Conference paper","Final","","Scopus","2-s2.0-84863370418"
"Chen H.Y.H.; Taylor A.R.","Chen, Han Y.H. (8562009700); Taylor, Anthony R. (55473530100)","8562009700; 55473530100","A test of ecological succession hypotheses using 55-year time-series data for 361 boreal forest stands","2012","Global Ecology and Biogeography","21","4","","441","454","13","51","10.1111/j.1466-8238.2011.00689.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858075543&doi=10.1111%2fj.1466-8238.2011.00689.x&partnerID=40&md5=a3f3871d2ccc008627aae34691cf7852","Article","Final","","Scopus","2-s2.0-84858075543"
"Hoshino B.; Kudo G.; Amagai Y.; Kaneko M.; Yabuki T.","Hoshino, B. (36004677000); Kudo, G. (7003813493); Amagai, Y. (55352540800); Kaneko, M. (7403595213); Yabuki, T. (36972038000)","36004677000; 7003813493; 55352540800; 7403595213; 36972038000","A new method for estimation of soil moisture from palsar polarization data in high density vegetated area","2011","32nd Asian Conference on Remote Sensing 2011, ACRS 2011","1","","","481","486","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865806074&partnerID=40&md5=da657a4be3be83516394ebbc093fdb17","Conference paper","Final","","Scopus","2-s2.0-84865806074"
"Clark J.S.; Agarwal P.; Bell D.M.; Flikkema P.G.; Gelfand A.; Nguyen X.; Ward E.; Yang J.","Clark, James S. (35354658400); Agarwal, Pankaj (7202300586); Bell, David M. (37060425600); Flikkema, Paul G. (6701656725); Gelfand, Alan (26642994200); Nguyen, Xuanlong (35607471500); Ward, Eric (8371444200); Yang, Jun (36083698300)","35354658400; 7202300586; 37060425600; 6701656725; 26642994200; 35607471500; 8371444200; 36083698300","Inferential ecosystem models, from network data to prediction","2011","Ecological Applications","21","5","","1523","1536","13","29","10.1890/09-1212.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960367631&doi=10.1890%2f09-1212.1&partnerID=40&md5=f07c5ab6d8e9d6f7867b2d3abac9e9a6","Article","Final","","Scopus","2-s2.0-79960367631"
"Yong B.; Ren L.-L.; Hong Y.; Gourley J.J.; Chen X.; Zhang Y.-J.; Yang X.-L.; Zhang Z.-X.; Wang W.-G.","Yong, Bin (35254804500); Ren, Li-Liang (7202372004); Hong, Yang (8632797000); Gourley, Jonathan J. (7004011998); Chen, Xi (58914419400); Zhang, You-Jing (16320162800); Yang, Xiao-Li (56169008600); Zhang, Zeng-Xin (23989896100); Wang, Wei-Guang (24559146000)","35254804500; 7202372004; 8632797000; 7004011998; 58914419400; 16320162800; 56169008600; 23989896100; 24559146000","A novel multiple flow direction algorithm for computing the topographic wetness index","2012","Hydrology Research","43","1-2","","135","145","10","19","10.2166/nh.2011.115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863260454&doi=10.2166%2fnh.2011.115&partnerID=40&md5=94c1a97ccf047cb5a8f558a9ee6a3b6a","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84863260454"
"Zhang Q.; Li J.; Rong J.; Xu W.; He J.","Zhang, Qinghui (54080625000); Li, Junqiu (57212140970); Rong, Jian (55729870400); Xu, Weiheng (54390343600); He, Jinping (56159782100)","54080625000; 57212140970; 55729870400; 54390343600; 56159782100","Application of WSN in precision forestry","2011","Proceedings - IEEE 2011 10th International Conference on Electronic Measurement and Instruments, ICEMI 2011","4","","6038006","320","323","3","7","10.1109/ICEMI.2011.6038006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054887269&doi=10.1109%2fICEMI.2011.6038006&partnerID=40&md5=546af296b4607e7caf459e7a9287bcd3","Conference paper","Final","","Scopus","2-s2.0-80054887269"
"Su S.-Y.; Lo N.-J.; Chang W.-I.; Huang K.-Y.","Su, Sheng-Yang (55349922700); Lo, Nan-Jang (55349052800); Chang, Wei-I (55349527000); Huang, Kai-Yi (7403188113)","55349922700; 55349052800; 55349527000; 7403188113","Multi-view remote sensing monitoring the health-condition and acid rain issue with chamaecyparis formosensis in Yi-Lan area of northern TAIWAN","2011","32nd Asian Conference on Remote Sensing 2011, ACRS 2011","2","","","1216","1221","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865700120&partnerID=40&md5=0570d1fb8d4b6f182ba2fb4dfce80443","Conference paper","Final","","Scopus","2-s2.0-84865700120"
"Jiroušek M.; Hájek M.; Bragazza L.","Jiroušek, Martin (36611705400); Hájek, Michal (35616588400); Bragazza, Luca (6701463107)","36611705400; 35616588400; 6701463107","Nutrient stoichiometry in Sphagnum along a nitrogen deposition gradient in highly polluted region of Central-East Europe","2011","Environmental Pollution","159","2","","585","590","5","43","10.1016/j.envpol.2010.10.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650512954&doi=10.1016%2fj.envpol.2010.10.004&partnerID=40&md5=7dda8bc5d54524705afe38ca834319bf","Article","Final","","Scopus","2-s2.0-78650512954"
"Barlow J.; Silveira J.M.; Mestre L.A.M.; Andrade R.B.; Camacho D'Andrea G.; Louzada J.; Vaz-de-Mello F.Z.; Numata I.; Lacau S.; Cochrane M.A.","Barlow, Jos (7402197897); Silveira, Juliana M. (35303171700); Mestre, Luiz A. M. (16025095200); Andrade, Rafael B. (55066928000); Camacho D'Andrea, Gabriela (55070875800); Louzada, Julio (6701880100); Vaz-de-Mello, Fernando Z. (6507520729); Numata, Izaya (6603714574); Lacau, Sébastien (6602447770); Cochrane, Mark A. (57208455126)","7402197897; 35303171700; 16025095200; 55066928000; 55070875800; 6701880100; 6507520729; 6603714574; 6602447770; 57208455126","Wildfires in bamboo-dominated Amazonian forest: Impacts on above-ground biomass and biodiversity","2012","PLoS ONE","7","3","e33373","","","","47","10.1371/journal.pone.0033373","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857944018&doi=10.1371%2fjournal.pone.0033373&partnerID=40&md5=823353de5c22d452891fdd5af30736bd","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84857944018"
"Shi L.; Qiu Y.","Shi, Lijuan (55575889700); Qiu, Yubao (23493432900)","55575889700; 23493432900","ANALYSIS OF THE RELATIONSHIP BETWEEN MICROWAVE EMISSIVITY AND NDVI / MVI/SOIL MOISTURE OVER TIBETAN PLATEAU, CHINA","2012","International Geoscience and Remote Sensing Symposium (IGARSS)","","","","678","681","3","1","10.1109/IGARSS.2012.6351503","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877660044&doi=10.1109%2fIGARSS.2012.6351503&partnerID=40&md5=0a537a554c23ae48352fa26793534bc5","Conference paper","Final","","Scopus","2-s2.0-84877660044"
"Forkel M.; Thonicke K.; Beer C.; Cramer W.; Bartalev S.; Schmullius C.","Forkel, Matthias (55543190600); Thonicke, Kirsten (9535263000); Beer, Christian (23007496500); Cramer, Wolfgang (7102478252); Bartalev, Sergey (6505988766); Schmullius, Christiane (35567569600)","55543190600; 9535263000; 23007496500; 7102478252; 6505988766; 35567569600","Extreme fire events are related to previous-year surface moisture conditions in permafrost-underlain larch forests of Siberia","2012","Environmental Research Letters","7","4","044021","","","","68","10.1088/1748-9326/7/4/044021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871826260&doi=10.1088%2f1748-9326%2f7%2f4%2f044021&partnerID=40&md5=afb5f0a0690d55d2986306bf497caa09","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84871826260"
"Kasischke E.S.; Tanase M.A.; Bourgeau-Chavez L.L.; Borr M.","Kasischke, Eric S. (7005227707); Tanase, Mihai A. (57194721818); Bourgeau-Chavez, Laura L. (57203110153); Borr, Matthew (36660666400)","7005227707; 57194721818; 57203110153; 36660666400","Soil moisture limitations on monitoring boreal forest regrowth using spaceborne L-band SAR data","2011","Remote Sensing of Environment","115","1","","227","232","5","75","10.1016/j.rse.2010.08.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958104206&doi=10.1016%2fj.rse.2010.08.022&partnerID=40&md5=469a1a4f5fa82baddabf11ad382408ca","Article","Final","","Scopus","2-s2.0-77958104206"
"Angstmann J.L.; Ewers B.E.; Kwon H.","Angstmann, J.L. (36097742900); Ewers, B.E. (7003748374); Kwon, H. (14034359100)","36097742900; 7003748374; 14034359100","Size-mediated tree transpiration along soil drainage gradients in a boreal black spruce forest wildfire chronosequence","2012","Tree Physiology","32","5","","599","611","12","16","10.1093/treephys/tps021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861633580&doi=10.1093%2ftreephys%2ftps021&partnerID=40&md5=b156d4a00b45b166107d56f6e84f450d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84861633580"
"Wine M.L.; Zou C.B.","Wine, Michael L. (35726202400); Zou, Chris B. (23570300900)","35726202400; 23570300900","Long-term streamflow relations with riparian gallery forest expansion into tallgrass prairie in the Southern Great Plains, USA","2012","Forest Ecology and Management","266","","","170","179","9","34","10.1016/j.foreco.2011.11.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84255161977&doi=10.1016%2fj.foreco.2011.11.014&partnerID=40&md5=d02e19cd1a94dac6c7b4fc56b308497c","Article","Final","","Scopus","2-s2.0-84255161977"
"Vonderach C.; Voegtle T.; Adler P.","Vonderach, C. (55303753100); Voegtle, T. (10939366200); Adler, P. (7202767609)","55303753100; 10939366200; 7202767609","Voxel-based approach for estimating urban tree volume from terrestrial laser scanning data","2012","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","39","","","451","456","5","33","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874779183&partnerID=40&md5=bdb73edbf5e66872990436ed49b05665","Conference paper","Final","","Scopus","2-s2.0-84874779183"
"Van de Wouw P.; Echeverría C.; Rey-Benayas J.M.; Holmgren M.","Van de Wouw, Paul (44761683300); Echeverría, Cristian (6603578229); Rey-Benayas, José María (6701380728); Holmgren, Milena (7003678030)","44761683300; 6603578229; 6701380728; 7003678030","Persistent acacia savannas replace Mediterranean sclerophyllous forests in South America","2011","Forest Ecology and Management","262","6","","1100","1108","8","41","10.1016/j.foreco.2011.06.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960055627&doi=10.1016%2fj.foreco.2011.06.009&partnerID=40&md5=b8f4925bd615247427e174e0d60bff2d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79960055627"
"Ohki T.; Yoshida K.; Sekine H.; Takayama T.; Takeda T.; Hirose K.; Evri M.; Osaki M.","Ohki, Takashi (54414767900); Yoshida, Keigo (14043059200); Sekine, Hozuma (54414903900); Takayama, Taichi (55348855100); Takeda, Tomomi (54409398600); Hirose, Kazuyo (56154961100); Evri, Muhammad (55320233300); Osaki, Mitsuru (56041442900)","54414767900; 14043059200; 54414903900; 55348855100; 54409398600; 56154961100; 55320233300; 56041442900","Hyperspectral data application for peat forest monitoring in central kalimantan, Indonesia","2012","Proceedings of SPIE - The International Society for Optical Engineering","8527","","85270J","","","","1","10.1117/12.977242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900327136&doi=10.1117%2f12.977242&partnerID=40&md5=75d88c40f61cc3f30ee86e9937dddda9","Conference paper","Final","","Scopus","2-s2.0-84900327136"
